Glottocode	AUTOTYP_area	Longitude	Latitude	Family_ID	Name
kapa1253	NA	NA	NA	aust1307	Kapangan
kapa1254	NA	NA	NA	aust1307	Kapagalan
kapa1255	NA	NA	NA	east2503	Kapal
kapa1256	NA	NA	NA	pano1259	Kapanawa of the Juruá River
kapo1248	NA	NA	NA	aust1307	Kapontori
kapo1249	NA	NA	NA	nucl1709	Kapona
kapo1251	NA	NA	NA	cari1283	Kapong
kapo1252	NA	NA	NA	aust1307	Kaporoko
kapr1244	NA	NA	NA	sepi1257	Kapriman-Watakataui
kapu1243	NA	NA	NA	nilo1247	Kaputiei
kapu1244	NA	NA	NA	aust1307	Kapulika
kara1458	NA	NA	NA	indo1319	Gharabagh-Shamakhi
kara1459	NA	NA	NA	indo1319	Gharabagh
kara1460	NA	NA	NA	indo1319	Karachi
kara1461	NA	NA	NA	ural1272	Karagas (Mator)
kara1466	NA	NA	NA	turk1311	Karachay
kara1469	NA	NA	NA	turk1311	Karamanli
kara1470	NA	NA	NA	turk1311	Karapapak
kara1471	NA	NA	NA	sino1245	Karani
kara1472	NA	NA	NA	chuk1271	Karaginskij
kara1473	NA	NA	NA	nakh1245	Karax
kara1477	NA	NA	NA	atla1278	Karangic
kara1479	NA	NA	NA	atla1278	Karaboro
kara1480	NA	NA	NA	atla1278	Karanga (Atlantic-Congo)
kara1485	NA	NA	NA	mand1469	Karanjan
kara1488	NA	NA	NA	aust1307	Karagawan
kara1490	NA	NA	NA	aust1307	Karau
kara1491	NA	NA	NA	aust1307	Karangan-Sangkulirang-Bengalon
kara1492	NA	NA	NA	aust1307	Karataun
kara1493	NA	NA	NA	sepi1257	Karambit
kara1494	NA	NA	NA	sepi1257	Karawari
kara1496	NA	NA	NA	nucl1709	Karamba
kara1498	NA	NA	NA	lowe1437	Karawarian
kara1501	NA	NA	NA	nucl1710	Kayapó of Pará
kara1505	NA	NA	NA	afro1255	Karakara
kara1506	NA	NA	NA	uncl1493	Kara
kara1507	NA	NA	NA	indo1319	Karashevski
kara1508	NA	NA	NA	pama1250	Karangura
kara1509	NA	NA	NA	turk1311	Karagash
kara1510	NA	NA	NA	atla1278	Kara (Mambila)
kara1511	NA	NA	NA	indo1319	Karatag
kara1512	NA	NA	NA	indo1319	Karani (Khoresh-e Rostam)
kara1513	NA	NA	NA	indo1319	Karachi Balochi
kara1516	NA	NA	NA	nakh1245	Karata
kara1517	NA	NA	NA	nakh1245	Karata village
karb1240	NA	NA	NA	sino1245	Karbic
karb1242	NA	NA	NA	aust1307	Karbubu
karb1243	NA	NA	NA	indo1319	Karbalai
kard1234	NA	NA	NA	sino1245	Kardze (Ganzi)
kare1336	NA	NA	NA	mong1349	Karez-I-Mulla
kare1337	NA	NA	NA	sino1245	Karenic
kare1340	NA	NA	NA	aust1307	Kareovan
kare1350	NA	NA	NA	aust1307	Karey-Barakai
kare1351	NA	NA	NA	atla1278	Kare-Pana
karh1238	NA	NA	NA	indo1319	Karhadi
kari1302	NA	NA	NA	indo1319	Karin
kari1305	NA	NA	NA	atla1278	Kari (Central African Republic)
kari1307	NA	NA	NA	aust1307	Kari (Austronesian)
kari1308	NA	NA	NA	koia1260	Karira
kari1318	NA	NA	NA	indo1319	Karipuna Creole French
kari1319	NA	NA	NA	nucl1709	Karian-Usan-Yaben
kari1320	NA	NA	NA	araf1243	Karimba
kark1255	NA	NA	NA	sino1245	Karko (India)
kark1257	NA	NA	NA	saha1256	Karkawu
karl1243	NA	NA	NA	turk1311	Turkestan Turkic
karm1240	NA	NA	NA	aust1305	Karmali
karn1250	NA	NA	NA	indo1319	Karnataka Lamani
karn1253	NA	NA	NA	pama1250	Karnic
karn1254	NA	NA	NA	indo1319	Karnaq
karo1251	NA	NA	NA	katl1246	Karoka
karo1293	NA	NA	NA	atla1278	Karon-Mlomp
karo1295	NA	NA	NA	atla1278	Karombe
karo1296	NA	NA	NA	kadu1256	Karondi
karo1300	NA	NA	NA	aust1307	Karonsie
karo1301	NA	NA	NA	aust1307	Karompa
karo1302	NA	NA	NA	nucl1709	Karo (Papua New Guinea)
karo1306	NA	NA	NA	tupi1275	Karo
karr1237	NA	NA	NA	afro1255	Karre-Boni
karr1238	NA	NA	NA	indo1319	Karrharde
kars1238	NA	NA	NA	turk1311	Kars
kart1248	NA	NA	NA	NA	Kartvelian
kart1249	NA	NA	NA	pama1250	Kartu-Nhanda
kart1250	NA	NA	NA	pama1250	Kartu
karu1252	NA	NA	NA	atla1278	Karungu
karu1253	NA	NA	NA	atla1278	Karu
karu1254	NA	NA	NA	goil1242	Karuama
kasa1249	NA	NA	NA	atla1278	Kasaa
kasa1250	NA	NA	NA	atla1278	Kasara
kasa1251	NA	NA	NA	atla1278	Kasai-Ngounie
kase1254	NA	NA	NA	atla1278	Kasenga
kash1275	NA	NA	NA	indo1319	Kashubian Proper
kash1278	NA	NA	NA	turk1311	Kashgar-Atush
kash1279	NA	NA	NA	maba1274	Kashmere
kash1282	NA	NA	NA	indo1319	Kashanic
kash1283	NA	NA	NA	turk1311	Kashkay
kash1284	NA	NA	NA	indo1319	Kashmari
kash1285	NA	NA	NA	indo1319	Kashmiric
kasi1251	NA	NA	NA	turk1311	Kasimov
kasi1252	NA	NA	NA	sino1245	Kasigaon
kasi1253	NA	NA	NA	atla1278	Kasigau
kasi1254	NA	NA	NA	aust1307	Kasikasi
kasi1255	NA	NA	NA	aust1307	Kasieh
kasm1239	NA	NA	NA	nucl1708	Kasmin
kaso1238	NA	NA	NA	atla1278	Kasoma
kasp1234	NA	NA	NA	sino1245	Kaspi
kasr1234	NA	NA	NA	indo1319	Kasrani
kass1244	NA	NA	NA	uncl1493	Kassite
kass1249	NA	NA	NA	mand1469	Kassadou Lele
kasu1243	NA	NA	NA	sout1516	Kasuweri
kasu1252	NA	NA	NA	nucl1709	Kasuwa
kata1263	NA	NA	NA	indo1319	Katai Meghwar
kata1265	NA	NA	NA	atla1278	Katab
kata1266	NA	NA	NA	atla1278	Katanga Swahili
kata1267	NA	NA	NA	aust1307	Katazi
kata1269	NA	NA	NA	cari1283	Katawian
kata1274	NA	NA	NA	afro1255	Katagum
kata1275	NA	NA	NA	atla1278	Katabic
katc1248	NA	NA	NA	aust1305	Katchal
katc1250	NA	NA	NA	kadu1256	Katcha
katc1251	NA	NA	NA	kadu1256	Katcha-Kadugli-Miri-Kanga
kate1235	NA	NA	NA	katl1246	Kateik
kate1252	NA	NA	NA	atla1278	Lateghe-Sud
kate1254	NA	NA	NA	nucl1709	Kate-Mape
kath1248	NA	NA	NA	indo1319	Katharevousa
kath1249	NA	NA	NA	indo1319	Kathiyawadi
kath1252	NA	NA	NA	sino1245	Kathmandu-Lalitpur-Kirtipur-Lele
kati1271	NA	NA	NA	indo1319	Katiyai
kati1272	NA	NA	NA	indo1319	Katia
kati1273	NA	NA	NA	atla1278	Katiola
kati1274	NA	NA	NA	atla1278	Katiara
kati1275	NA	NA	NA	aust1307	Katingan (Papua New Guinea)
kati1278	NA	NA	NA	book1242	Katingan
kati1279	NA	NA	NA	indo1319	Kataviri
katl1236	NA	NA	NA	katl1246	Katla-Julud
katl1246	NA	NA	NA	NA	Katla-Tima
kato1242	NA	NA	NA	aust1307	Katobu
kato1243	NA	NA	NA	aust1307	Katobengke
kato1245	NA	NA	NA	atla1278	Ka-Togo
kato1246	NA	NA	NA	sino1245	Kato Naga
kats1239	NA	NA	NA	afro1255	Katsina
katt1234	NA	NA	NA	ural1272	Kattila
katu1271	NA	NA	NA	aust1305	Katuic
katu1272	NA	NA	NA	aust1305	Katu
katu1274	NA	NA	NA	NA	Katukinan
katu1276	NA	NA	NA	katu1274	Katukína do Biá-Ipixuna
katz1234	NA	NA	NA	sali1255	Katzie
kaud1237	NA	NA	NA	aust1307	Kauditan
kauk1240	NA	NA	NA	nucl1709	Kaukombaran
kauk1241	NA	NA	NA	turk1311	Kaukasus Kipchak
kaum1238	NA	NA	NA	atla1278	Kauma
kaur1266	NA	NA	NA	sino1245	Kauri
kaur1268	NA	NA	NA	atla1278	Kauru
kaur1273	NA	NA	NA	pidg1258	Kaurna-based pidgin
kaur1274	NA	NA	NA	NA	Kaure-Kosare
kauu1239	NA	NA	NA	heib1242	Kau
kava1240	NA	NA	NA	indo1319	Kavardi
kawa1274	NA	NA	NA	indo1319	Kawar
kawa1275	NA	NA	NA	indo1319	Kawari
kawa1277	NA	NA	NA	aust1307	Kawit
kawa1278	NA	NA	NA	aust1307	Kawa
kawa1279	NA	NA	NA	aust1307	Kawayan
kawa1280	NA	NA	NA	aust1307	Kawang
kawa1281	NA	NA	NA	paho1240	Kawam
kawa1282	NA	NA	NA	japo1237	Kawachi
kawa1287	NA	NA	NA	afro1255	Kawalké
kawa1289	NA	NA	NA	aust1307	Kawaimina
kawa1292	NA	NA	NA	tupi1275	Kawahiwa Setentrionais
kawa1293	NA	NA	NA	tupi1275	Kawahiwa Meridionais
kawa1295	NA	NA	NA	nucl1709	Kawagit
kawe1237	NA	NA	NA	NA	Kawesqar
kawe1241	NA	NA	NA	aust1307	Kawela
kawi1240	NA	NA	NA	atla1278	Kawiku
kawk1239	NA	NA	NA	sino1245	Kawkareik
kawr1234	NA	NA	NA	pama1250	Kawrareg
kaxe1238	NA	NA	NA	kart1248	Kaxetian
kaxi1241	NA	NA	NA	nakh1245	Kaxib
kaya1313	NA	NA	NA	indo1319	Kayasthi
kaya1314	NA	NA	NA	drav1251	Kayavar
kaya1316	NA	NA	NA	sino1245	Kayaw-Manu
kaya1317	NA	NA	NA	sino1245	Kayah
kaya1318	NA	NA	NA	tang1340	Kayardild-Yangkaal
kaya1326	NA	NA	NA	aust1307	Kayaniyut Kayan
kaya1327	NA	NA	NA	NA	Kayagaric
kaya1331	NA	NA	NA	nucl1710	Txucarramãe
kaya1333	NA	NA	NA	aust1307	Kayanic
kaya1334	NA	NA	NA	book1242	Kayan River Kenyah
kaya1335	NA	NA	NA	aust1307	Kayan-Murik-Modang
kaya1336	NA	NA	NA	aust1307	Kayan-Murik
kaya1337	NA	NA	NA	sino1245	Kayah-Yintale
kayg1237	NA	NA	NA	kaya1327	Kaygir-Tamagario
kayl1240	NA	NA	NA	afro1255	Kailina
kayo1246	NA	NA	NA	aust1307	Kayoa
kayu1242	NA	NA	NA	aust1307	Kayung
kayu1244	NA	NA	NA	book1242	Kayu Agung
kaza1249	NA	NA	NA	indo1319	Kazakh-Kirovabad
kaza1250	NA	NA	NA	turk1311	Kazan Tatar
kaza1251	NA	NA	NA	sign1238	Kazakh-Russian Sign Language
kaze1234	NA	NA	NA	indo1319	Kazeruni
kazh1234	NA	NA	NA	sino1245	Kazhouish
keak1238	NA	NA	NA	atla1278	Keaka
kean1238	NA	NA	NA	atla1278	Keana
keba1250	NA	NA	NA	aust1307	Kebanagung
keba1251	NA	NA	NA	tebe1251	Keba-Wopasali
keba1252	NA	NA	NA	nucl1709	Kebai
keba1253	NA	NA	NA	nucl1709	Kebai (Sinasina)
kebb1238	NA	NA	NA	afro1255	Kebbawa
kebd1234	NA	NA	NA	afro1255	Kebdana
kebe1238	NA	NA	NA	atla1278	Kebeenton
kebu1245	NA	NA	NA	atla1278	Kebu Fula
kebu1246	NA	NA	NA	atla1278	Kebu-Animere
kebu1247	NA	NA	NA	timo1261	Kebun Kopi
keca1234	NA	NA	NA	sout1516	Kecap
kech1244	NA	NA	NA	indo1319	Kechi
kech1245	NA	NA	NA	saha1256	Kecherda
keda1249	NA	NA	NA	aust1305	Kedah
keda1250	NA	NA	NA	aust1307	Kedayan
keda1253	NA	NA	NA	aust1307	Northeastern Peninsular Malay
keda1254	NA	NA	NA	aust1307	Kedah Malay
kedd1234	NA	NA	NA	atla1278	Ked
kedi1239	NA	NA	NA	khoe1240	Kede
kedu1234	NA	NA	NA	aust1307	Kedu
keek1238	NA	NA	NA	nilo1247	Keekonyokie
keem1238	NA	NA	NA	atla1278	Keembo
keen1240	NA	NA	NA	atla1278	Keenge
keha1237	NA	NA	NA	aust1307	Keha
kehe1240	NA	NA	NA	sino1245	Kehena
kehe1241	NA	NA	NA	aust1307	Kehelala
keib1237	NA	NA	NA	aust1307	Kei Besar
keif1237	NA	NA	NA	aust1307	Kei-Fordata
keik1237	NA	NA	NA	aust1307	Kei Kecil
keit1238	NA	NA	NA	aust1307	Kei-Tanimbar
keka1234	NA	NA	NA	aust1307	Keka
keke1238	NA	NA	NA	atla1278	Kekem
kela1256	NA	NA	NA	aust1307	Kelang
kela1257	NA	NA	NA	aust1307	Dayic
kela1259	NA	NA	NA	aust1307	Kelai
kela1262	NA	NA	NA	indo1319	Kelardashti
kela1263	NA	NA	NA	indo1319	Kelasi
kela1264	NA	NA	NA	aust1307	Kelantan Malay
kele1253	NA	NA	NA	nakh1245	Keleb
kele1261	NA	NA	NA	atla1278	Keleic
kele1262	NA	NA	NA	atla1278	Ngomic
kele1263	NA	NA	NA	atla1278	Kele-Poke
kele1265	NA	NA	NA	atla1278	Kele-Lombo
kele1266	NA	NA	NA	atla1278	Kélendé
keli1249	NA	NA	NA	maba1274	Kelingan
keli1250	NA	NA	NA	aust1307	Keli
keli1251	NA	NA	NA	aust1307	Kelimuri
keli1252	NA	NA	NA	aust1307	Kelingan (Indonesia)
keli1253	NA	NA	NA	aust1307	Kelingi
kema1244	NA	NA	NA	nucl1709	Kemanimowe
kemb1251	NA	NA	NA	sout1516	Kemberanic
kemd1239	NA	NA	NA	aust1305	Kem Degne
keme1241	NA	NA	NA	aust1307	Kemena Penan
kemu1238	NA	NA	NA	mand1469	Kemu
kend1251	NA	NA	NA	aust1305	Kenderong
kend1255	NA	NA	NA	atla1278	Kendem-Denya
kene1242	NA	NA	NA	aust1305	Kenering
keng1241	NA	NA	NA	sino1245	Kengjung
kenh1234	NA	NA	NA	sino1245	Kenhatic
keni1245	NA	NA	NA	atla1278	Keni
keni1246	NA	NA	NA	mand1469	Kenieba Maninka
kenk1238	NA	NA	NA	atla1278	Ken-Khana
keno1235	NA	NA	NA	nucl1709	Kenondik-Niop
kens1249	NA	NA	NA	aust1305	Kensiu Batu
kens1250	NA	NA	NA	aust1305	Kensiu Siong
kent1253	NA	NA	NA	indo1319	Kentish
kent1254	NA	NA	NA	aust1305	Kentung Wa
kent1255	NA	NA	NA	aust1305	Kentaq Nakil
kent1256	NA	NA	NA	atla1278	Kente
kent1257	NA	NA	NA	atla1278	Kentin
kent1258	NA	NA	NA	indo1319	Kent-Surrey
keny1276	NA	NA	NA	atla1278	Kenyen
keny1277	NA	NA	NA	atla1278	Kenyi (Kgalagadi)
keny1280	NA	NA	NA	aust1307	Kenyahic
keny1281	NA	NA	NA	indo1319	Kenyan English
keny1284	NA	NA	NA	nucl1709	Kenyam-Kewam
keny1285	NA	NA	NA	nucl1709	Kenyam-Ujung
kera1256	NA	NA	NA	pama1250	Keramin
kera1257	NA	NA	NA	aust1305	Kera' Mundari
kera1258	NA	NA	NA	NA	Keram
kerd1240	NA	NA	NA	aust1305	Kerdau
kere1281	NA	NA	NA	nakh1245	Keren
kere1282	NA	NA	NA	maoo1243	Kere (Ethiopia)
kere1284	NA	NA	NA	cent2225	Kere
kere1287	NA	NA	NA	NA	Keresan
kere1294	NA	NA	NA	afro1255	Kereyu
kere1298	NA	NA	NA	afro1255	Kerend
kere1300	NA	NA	NA	nucl1709	Kere (Sinasina)
keri1251	NA	NA	NA	nucl1709	Keri
keri1252	NA	NA	NA	indo1319	Keringāni
keri1253	NA	NA	NA	aust1307	Kerinci-Minangkabau
kerm1244	NA	NA	NA	indo1319	Kermanshahi
kerm1245	NA	NA	NA	indo1319	Judeo-Kermani
kerm1247	NA	NA	NA	indo1319	Kermani Persian
kerm1248	NA	NA	NA	indo1319	Kermanshahi Persian
kern1234	NA	NA	NA	indo1319	Kernostfälisch
kero1242	NA	NA	NA	sino1245	Kerounja
kero1243	NA	NA	NA	aust1307	Kerorogea
kero1244	NA	NA	NA	aust1307	Keroi
kesa1243	NA	NA	NA	atla1278	Kesari
kesa1245	NA	NA	NA	nucl1709	Kesawai-Sausi
kesa1246	NA	NA	NA	indo1319	Kesab-Svedia
kesa1247	NA	NA	NA	indo1319	Kesaria
kese1237	NA	NA	NA	japo1237	Kesen
kesk1234	NA	NA	NA	ural1272	Kesk Estonian
keta1242	NA	NA	NA	indo1319	Ketabi (Literary)
keta1244	NA	NA	NA	afro1255	Ketama
kete1251	NA	NA	NA	sino1245	Keteneneyu
keti1244	NA	NA	NA	aust1305	Ketiar Krau
keti1245	NA	NA	NA	atla1278	Ketin
keti1246	NA	NA	NA	krua1234	Ketiepo
keto1238	NA	NA	NA	nucl1709	Keto
kets1234	NA	NA	NA	turk1311	Ketsik
ketu1239	NA	NA	NA	nucl1709	Ketum-Wambon
kety1234	NA	NA	NA	ural1272	Kety-Central-Southern Selkup
kety1235	NA	NA	NA	ural1272	Kety-Central Selkup
kewa1247	NA	NA	NA	tebe1251	Kewah
kewa1249	NA	NA	NA	nucl1709	Kewa-Huli
kewa1250	NA	NA	NA	nucl1709	Kewa
kewe1235	NA	NA	NA	atla1278	Kewe
kewi1240	NA	NA	NA	nucl1709	Kewieng
kewi1241	NA	NA	NA	nucl1709	Kewieng-Bonkiman-Nokopo
keyj1234	NA	NA	NA	indo1319	Keyjani
keza1236	NA	NA	NA	indo1319	Kezands
kfar1238	NA	NA	NA	afro1255	Kfarze
kgag1238	NA	NA	NA	atla1278	Kgaga
kgat1238	NA	NA	NA	atla1278	Kgatla
khab1234	NA	NA	NA	sino1245	Khabi
khad1239	NA	NA	NA	indo1319	Khadar
khai1246	NA	NA	NA	indo1319	Khairari
khai1247	NA	NA	NA	indo1319	Khairagarhi
khai1248	NA	NA	NA	turk1311	Khaikent
khak1249	NA	NA	NA	atla1278	Khakhae
khal1271	NA	NA	NA	indo1319	Khalkhal
khal1272	NA	NA	NA	indo1319	Khalari
khal1273	NA	NA	NA	mong1349	Khalkha-Buriat
khal1276	NA	NA	NA	indo1319	Khalkhalic
kham1280	NA	NA	NA	book1242	Khamla
kham1284	NA	NA	NA	sino1245	Khami
kham1285	NA	NA	NA	sino1245	Kham-Magar-Chepang
kham1286	NA	NA	NA	sino1245	Kham
kham1288	NA	NA	NA	sino1245	Khambu (Kulung)
kham1289	NA	NA	NA	taik1256	Khammouan
kham1292	NA	NA	NA	atla1278	Khambani
kham1298	NA	NA	NA	afro1255	Khamseh
kham1299	NA	NA	NA	sino1245	Kham-Hor
kham1300	NA	NA	NA	sino1245	Khambu
kham1301	NA	NA	NA	afro1255	Khamir
kham1302	NA	NA	NA	indo1319	Khamiri
khan1271	NA	NA	NA	indo1319	Khandesic
khan1275	NA	NA	NA	aust1305	Kháng Ai
khan1276	NA	NA	NA	aust1305	Kháng Clau
khan1279	NA	NA	NA	ural1272	Khantyic
khan1280	NA	NA	NA	indo1319	Khanaquin
khao1243	NA	NA	NA	aust1305	Khao-Bit
khao1245	NA	NA	NA	aust1305	Khaonh
khap1243	NA	NA	NA	sino1245	Khapa
khar1280	NA	NA	NA	indo1319	Kharberd-Erznkad
khar1281	NA	NA	NA	indo1319	Kharaqan
khar1282	NA	NA	NA	indo1319	Kharwa
khar1285	NA	NA	NA	indo1319	Kharmangi
khar1289	NA	NA	NA	sino1245	Kharlali
khar1290	NA	NA	NA	sino1245	Khartamche
khar1291	NA	NA	NA	sino1245	Kharbari
khar1296	NA	NA	NA	afro1255	Khartoum
khas1268	NA	NA	NA	aust1305	Khasian
khas1270	NA	NA	NA	turk1311	Khasarli
khas1271	NA	NA	NA	turk1311	Khasavyurt
khas1272	NA	NA	NA	sino1245	Khaskhong
khas1273	NA	NA	NA	aust1305	Khasi-Palaung
khas1274	NA	NA	NA	aust1305	Khasi-Pnar-Lyngngam
khas1275	NA	NA	NA	aust1305	Khasi-Pnar
khat1247	NA	NA	NA	indo1319	Khatalia
khat1248	NA	NA	NA	indo1319	Khatola
khat1249	NA	NA	NA	ural1272	Vadezev
khat1250	NA	NA	NA	chuk1271	Khatyrka
khav1238	NA	NA	NA	ural1272	Hevaha
khen1242	NA	NA	NA	taik1256	Khen Lài
kher1243	NA	NA	NA	indo1319	Kherwara
kher1245	NA	NA	NA	aust1305	Kherwarian
kher1247	NA	NA	NA	indo1319	Kheri
khes1241	NA	NA	NA	sino1245	Khesang
khes1242	NA	NA	NA	khoe1240	|Khessákhoe
khia1235	NA	NA	NA	sino1245	Khiamniungic
khia1237	NA	NA	NA	book1242	Khiamniungan Naga (Retired)
khim1238	NA	NA	NA	sino1245	Khimi
khit1238	NA	NA	NA	namb1299	Khithaulhu
khlu1235	NA	NA	NA	sino1245	Khlula-Zokhuo
khme1253	NA	NA	NA	aust1305	Khmeric
khmu1236	NA	NA	NA	aust1305	Khmuic
khmu1255	NA	NA	NA	aust1305	Khmu'
khoa1239	NA	NA	NA	anim1240	Khoamak
khob1235	NA	NA	NA	sino1245	Kho-Bwa
khoc1238	NA	NA	NA	nakh1245	Khocharkhotin
khoe1240	NA	NA	NA	NA	Khoe-Kwadi
khoe1241	NA	NA	NA	khoe1240	Khoe
khoe1242	NA	NA	NA	khoe1240	Khoekhoe
khoi1249	NA	NA	NA	indo1319	Khoy-Maragha
khok1238	NA	NA	NA	sino1245	Khoksar
khol1238	NA	NA	NA	atla1278	Kholifa
khom1239	NA	NA	NA	sino1245	Khomakha
khom1240	NA	NA	NA	sino1245	Khomic
khon1237	NA	NA	NA	sino1245	Khongzai
khon1246	NA	NA	NA	indo1319	Xonj
khon1247	NA	NA	NA	drav1251	Khondi
khon1248	NA	NA	NA	sino1245	Khonoma
khor1243	NA	NA	NA	sino1245	Khorla
khor1267	NA	NA	NA	indo1319	Khorasani Kurmanji
khor1268	NA	NA	NA	indo1319	Khorramabadi
khor1270	NA	NA	NA	mong1349	Khori
khor1272	NA	NA	NA	taik1256	Khorat Thai
khor1273	NA	NA	NA	tung1282	Khor
khor1275	NA	NA	NA	indo1319	Khorasan Persian
khos1234	NA	NA	NA	mong1349	Khoshuud
khot1252	NA	NA	NA	turk1311	Khotan
khot1253	NA	NA	NA	mong1349	Khotogoit
khot1254	NA	NA	NA	sino1245	Khotang
khot1255	NA	NA	NA	mong1349	Khoton
khow1243	NA	NA	NA	mong1349	Khowd Dörwöd
khro1239	NA	NA	NA	aust1305	Khroong
khua1244	NA	NA	NA	book1242	Khuai
khud1234	NA	NA	NA	nakh1245	Khuduts
khum1246	NA	NA	NA	sino1245	Khumbu
khum1249	NA	NA	NA	sino1245	Khumi
khun1256	NA	NA	NA	indo1319	Khuni
khun1258	NA	NA	NA	sino1245	Khuni (Kumi Chin)
khun1260	NA	NA	NA	tung1282	Khungari
khun1261	NA	NA	NA	indo1319	Khunsari
khur1237	NA	NA	NA	indo1319	Khuri
khut1241	NA	NA	NA	atla1278	Khutswe
khut1242	NA	NA	NA	khoe1240	Khute
khuz1234	NA	NA	NA	indo1319	Khuzestani
khwe1238	NA	NA	NA	sino1245	Khweymi
khya1239	NA	NA	NA	sino1245	Khyang
khyn1238	NA	NA	NA	aust1305	Khynrium
kiaa1241	NA	NA	NA	nucl1709	Kia
kiag1234	NA	NA	NA	nucl1709	Kiagai
kian1236	NA	NA	NA	aust1307	Kiantalaotse
kiar1239	NA	NA	NA	nucl1709	Kiari
kiau1234	NA	NA	NA	pidg1258	Kiautschou Pidgin German
kiba1244	NA	NA	NA	atla1278	Kibangha
kiba1245	NA	NA	NA	atla1278	Kiba
kiba1246	NA	NA	NA	cent2225	Kibar
kibu1236	NA	NA	NA	aust1307	Kibushi-Kimaore
kich1261	NA	NA	NA	surm1244	Kichepo
kich1263	NA	NA	NA	book1242	K'iche', San Andrés
kich1264	NA	NA	NA	book1242	K'iche', Cunén
kich1265	NA	NA	NA	book1242	K'iche', Eastern
kich1266	NA	NA	NA	book1242	K'iche', West Central
kich1267	NA	NA	NA	book1242	K'iche', Joyabaj
kida1237	NA	NA	NA	aust1307	Kidapawan Manobo
kidd1235	NA	NA	NA	katl1246	Kiddu
kide1234	NA	NA	NA	nakh1245	Kidero-Mokok
kide1235	NA	NA	NA	nakh1245	Kidero
kiem1238	NA	NA	NA	mand1469	Kiembara
kiga1238	NA	NA	NA	atla1278	Kigala
kigu1238	NA	NA	NA	atla1278	Kigumu
kigy1238	NA	NA	NA	atla1278	Kigyoma
kiha1240	NA	NA	NA	tuuu1241	Ki|hazi
kiha1242	NA	NA	NA	atla1278	Kihai
kija1238	NA	NA	NA	atla1278	Kijang
kije1234	NA	NA	NA	afro1255	Kijee Aweer
kika1240	NA	NA	NA	pidg1258	KiKAR
kiko1234	NA	NA	NA	atla1278	Kikongoic
kiko1235	NA	NA	NA	atla1278	Kikongo Language Cluster
kiku1241	NA	NA	NA	atla1278	Kikuyu-Embu
kila1238	NA	NA	NA	tung1282	Kila
kila1239	NA	NA	NA	atla1278	Kilaadic Kikongo
kilb1234	NA	NA	NA	afro1255	Kilba-South Margi
kile1242	NA	NA	NA	aust1307	Kilenge
kili1262	NA	NA	NA	indo1319	Kilikien
kili1263	NA	NA	NA	aust1307	Kilia
kili1264	NA	NA	NA	aust1307	Kiliva
kili1266	NA	NA	NA	aust1307	Kilivilic
kili1269	NA	NA	NA	atla1278	Kilimanjaro-Taita
kili1270	NA	NA	NA	aust1307	Kilivila-Misima
kili1271	NA	NA	NA	aust1307	Kilivila-Muyuw
kili1272	NA	NA	NA	afro1255	Kilii
kili1273	NA	NA	NA	indo1319	Kilit
kima1245	NA	NA	NA	kolo1268	Kimaama-Riantana
kima1247	NA	NA	NA	atla1278	Kimanyanga
kimb1240	NA	NA	NA	atla1278	Kim-Besme-Goundo
kimb1243	NA	NA	NA	atla1278	Kimboma
kimp1234	NA	NA	NA	atla1278	Kimpangu
kimr1242	NA	NA	NA	afro1255	Kimruwa
kims1240	NA	NA	NA	sino1245	Chamchang
kims1241	NA	NA	NA	sali1255	Kimsquit
kimw1238	NA	NA	NA	atla1278	Kimwela
kina1249	NA	NA	NA	atla1278	Kinakomba
kina1253	NA	NA	NA	nucl1709	Kinalakna-Kumukio
kina1254	NA	NA	NA	aust1307	Kinamiguin-Bukidnon
kina1255	NA	NA	NA	aust1307	Kinarayan
kinb1238	NA	NA	NA	mand1469	Kinbakka
kind1236	NA	NA	NA	heib1242	Kinderma
kind1242	NA	NA	NA	dogo1299	Kindige
kind1243	NA	NA	NA	atla1278	Kindamba
kind1244	NA	NA	NA	atla1278	Kindibu
kine1234	NA	NA	NA	atla1278	Kine
king1257	NA	NA	NA	ural1272	King's Pass Hungarian
king1258	NA	NA	NA	atla1278	Kinga-Magoma
king1259	NA	NA	NA	eski1264	Bering Strait Inupiatun
king1260	NA	NA	NA	yoku1255	Kings River
kini1237	NA	NA	NA	aust1307	Kininanggunan
kink1238	NA	NA	NA	japo1237	Kinki
kink1239	NA	NA	NA	atla1278	Kinkanu
kinn1250	NA	NA	NA	sino1245	Kinnauric
kiny1242	NA	NA	NA	atla1278	Kinyabanga
kiny1243	NA	NA	NA	atla1278	Kinyamunsange
kion1241	NA	NA	NA	atla1278	Kiong-Korop
kiow1265	NA	NA	NA	NA	Kiowa-Tanoan
kipc1239	NA	NA	NA	turk1311	Kipchak
kipg1238	NA	NA	NA	sino1245	Kipgen
kira1246	NA	NA	NA	indo1319	Kirari
kira1248	NA	NA	NA	timo1261	Kiramang
kira1252	NA	NA	NA	afro1255	Kirawa
kira1253	NA	NA	NA	sino1245	Kiranti
kire1239	NA	NA	NA	lowe1437	Ruboni
kirf1234	NA	NA	NA	afro1255	Kirfi-Bele
kiri1253	NA	NA	NA	indo1319	Kiristav
kiri1255	NA	NA	NA	aust1307	Kiriyenteken
kirk1236	NA	NA	NA	katl1246	Kirkpong
kirk1242	NA	NA	NA	turk1311	Kirkuk
